O*NET-SOC Code,알기,짜기,꺼내기,다루기,돌보기,이끌기,Title
29-2033.00,3.4720000000000004,3.1333333333333333,2.38,3.0416666666666665,3.4939999999999998,2.7384615384615385,Nuclear Medicine Technologists
29-2034.00,3.6566666666666667,3.3033333333333332,2.675,3.3466666666666662,3.758,3.0584615384615383,Radiologic Technologists and Technicians
29-2035.00,3.550666666666667,3.0666666666666664,2.8049999999999997,3.115,3.7939999999999996,2.960769230769231,Magnetic Resonance Imaging Technologists
29-2036.00,3.680666666666667,3.103333333333333,3.295,1.9383333333333332,2.7099999999999995,2.5292307692307694,Medical Dosimetrists
29-2043.00,3.3160000000000003,3.055,2.49,3.28,3.9560000000000004,3.0876923076923073,Paramedics
29-2051.00,3.4733333333333336,3.5150000000000006,3.02,2.9416666666666664,3.682,3.350769230769231,Dietetic Technicians
29-2052.00,3.4293333333333336,3.158333333333333,2.235,2.46,3.41,2.8053846153846154,Pharmacy Technicians
29-2053.00,2.7353333333333327,3.188333333333334,2.13,2.03,3.4160000000000004,2.7792307692307694,Psychiatric Technicians
29-2055.00,3.8579999999999997,3.6733333333333333,3.605,3.721666666666667,3.6159999999999997,3.267692307692308,Surgical Technologists
29-2056.00,3.5460000000000003,3.1116666666666664,2.445,3.171666666666667,3.508,2.933846153846154,Veterinary Technologists and Technicians
29-2057.00,3.282666666666666,2.7566666666666664,1.7850000000000001,2.2716666666666665,3.7660000000000005,2.783846153846154,Ophthalmic Medical Technicians
29-2061.00,3.4246666666666665,3.47,2.4699999999999998,2.526666666666667,3.4699999999999998,3.1276923076923073,Licensed Practical and Licensed Vocational Nurses
29-2072.00,3.242,2.9183333333333334,1.94,1.7333333333333332,2.838,2.7007692307692306,Medical Records Specialists
29-2081.00,3.8379999999999996,3.4949999999999997,3.045,2.6750000000000003,4.114,3.6769230769230767,"Opticians, Dispensing"
29-2091.00,3.61,3.4666666666666663,3.55,3.16,3.7619999999999996,3.0930769230769233,Orthotists and Prosthetists
29-2092.00,3.5933333333333333,3.0750000000000006,2.67,2.665,3.4240000000000004,2.7315384615384612,Hearing Aid Specialists
29-2099.01,3.8246666666666664,3.2916666666666665,2.43,2.9466666666666668,3.832,3.1476923076923073,Neurodiagnostic Technologists
29-2099.05,3.24,2.811666666666667,1.725,2.475,3.6700000000000004,2.8999999999999995,Ophthalmic Medical Technologists
29-2099.08,3.416,3.53,2.8,1.5566666666666666,3.53,2.8769230769230774,Patient Representatives
29-9091.00,3.0573333333333337,3.126666666666667,2.85,2.2266666666666666,3.4019999999999997,2.5707692307692307,Athletic Trainers
29-9092.00,3.7899999999999996,3.1016666666666666,2.17,1.1183333333333332,3.942,2.804615384615384,Genetic Counselors
29-9093.00,3.472,3.1733333333333333,2.795,3.2733333333333334,3.8240000000000003,2.9553846153846157,Surgical Assistants
29-9099.01,3.5353333333333334,3.51,2.56,2.53,3.972,3.3369230769230773,Midwives
31-1121.00,3.399333333333333,3.563333333333334,3.365,2.893333333333333,3.65,3.286153846153846,Home Health Aides
31-1122.00,3.4806666666666666,3.4633333333333334,3.05,3.116666666666667,3.871999999999999,3.3376923076923077,Personal Care Aides
31-1131.00,3.022,2.99,2.5949999999999998,2.6333333333333333,3.276,2.8123076923076917,Nursing Assistants
31-1132.00,2.577999999999999,2.605,1.8,2.8250000000000006,3.158,2.320769230769231,Orderlies
31-1133.00,3.146,3.1950000000000003,2.5100000000000002,2.3866666666666667,3.626,2.99,Psychiatric Aides
31-2011.00,3.263333333333333,3.448333333333333,3.1999999999999997,2.5716666666666668,3.7459999999999996,2.9546153846153844,Occupational Therapy Assistants
31-2012.00,3.385333333333333,3.5400000000000005,2.965,3.1616666666666666,4.006,3.2899999999999996,Occupational Therapy Aides
31-2021.00,3.3793333333333337,2.9916666666666667,2.8600000000000003,3.0499999999999994,3.806,2.77,Physical Therapist Assistants
31-2022.00,3.14,3.016666666666667,2.61,2.5966666666666667,3.6620000000000004,2.6769230769230767,Physical Therapist Aides
31-9011.00,2.5200000000000005,2.525,2.115,2.24,3.0260000000000002,2.0715384615384616,Massage Therapists
31-9091.00,3.5519999999999996,3.421666666666667,2.7800000000000002,2.865,3.7920000000000003,3.1453846153846152,Dental Assistants
31-9092.00,3.9613333333333336,3.513333333333333,3.17,3.0,3.6800000000000006,3.0961538461538467,Medical Assistants
31-9093.00,3.730666666666667,3.595,3.035,3.7183333333333337,3.6020000000000003,3.328461538461539,Medical Equipment Preparers
31-9094.00,3.114,2.61,1.37,1.655,2.536,1.9400000000000002,Medical Transcriptionists
31-9095.00,3.6540000000000004,2.8349999999999995,2.02,2.35,3.478,2.524615384615385,Pharmacy Aides
31-9096.00,3.3513333333333333,3.1316666666666664,2.425,3.216666666666667,3.4760000000000004,2.9123076923076923,Veterinary Assistants and Laboratory Animal Caretakers
31-9097.00,3.3466666666666662,3.106666666666667,2.28,2.8066666666666666,3.69,3.084615384615385,Phlebotomists
31-9099.01,3.016666666666667,2.9466666666666668,2.725,1.8099999999999998,3.036,2.233076923076923,Speech-Language Pathology Assistants
31-9099.02,3.5039999999999996,3.23,2.795,3.595,3.6480000000000006,3.0707692307692303,Endoscopy Technicians
33-1011.00,3.6000000000000005,3.828333333333333,2.825,2.775,3.896,3.8230769230769233,First-Line Supervisors of Correctional Officers
33-1012.00,3.7366666666666664,3.8083333333333336,3.0999999999999996,3.143333333333333,4.042,3.8146153846153843,First-Line Supervisors of Police and Detectives
33-1021.00,3.3640000000000003,3.5716666666666668,3.215,3.2566666666666664,3.972,3.509230769230769,First-Line Supervisors of Firefighting and Prevention Workers
33-1091.00,3.2599999999999993,3.513333333333333,2.44,2.6966666666666668,3.4619999999999997,3.5938461538461537,First-Line Supervisors of Security Workers
33-2011.00,3.1753333333333336,3.183333333333333,2.89,3.545,3.4799999999999995,3.0161538461538457,Firefighters
33-2021.00,3.6266666666666674,3.4350000000000005,2.8200000000000003,2.7866666666666666,3.55,3.0053846153846147,Fire Inspectors and Investigators
33-2022.00,3.369333333333334,3.5766666666666667,2.76,3.5700000000000003,3.646,3.420769230769231,Forest Fire Inspectors and Prevention Specialists
33-3011.00,3.2173333333333334,3.2933333333333334,2.36,2.768333333333334,3.728,3.196153846153846,Bailiffs
33-3012.00,3.3846666666666665,3.58,3.0,2.935,3.6040000000000005,3.4992307692307696,Correctional Officers and Jailers
33-3021.00,3.8879999999999995,3.746666666666666,3.6100000000000003,2.7633333333333336,3.978,3.6076923076923078,Detectives and Criminal Investigators
33-3021.02,3.4386666666666668,3.178333333333333,2.865,2.873333333333333,3.2560000000000002,2.701538461538462,Police Identification and Records Officers
33-3021.06,3.5586666666666664,2.8666666666666667,2.84,1.4433333333333331,2.836,2.87,Intelligence Analysts
33-3031.00,3.356,3.1366666666666667,2.415,3.2566666666666664,2.874,2.436153846153846,Fish and Game Wardens
33-3041.00,3.2733333333333334,2.685,2.285,3.2983333333333333,3.19,2.5446153846153843,Parking Enforcement Workers
33-3051.00,3.5846666666666662,3.4666666666666663,2.93,3.158333333333333,4.052,3.1215384615384614,Police and Sheriff's Patrol Officers
33-3051.04,3.800666666666666,3.151666666666667,2.4749999999999996,2.7366666666666664,3.3200000000000003,2.8323076923076917,Customs and Border Protection Officers
33-3052.00,3.430666666666667,3.455,2.615,3.0083333333333333,3.7960000000000003,3.3207692307692316,Transit and Railroad Police
33-9011.00,3.338666666666667,3.568333333333333,2.8049999999999997,3.1300000000000003,3.716,3.170769230769231,Animal Control Workers
33-9021.00,3.5633333333333335,3.3533333333333335,2.6,2.3066666666666666,2.606,2.5869230769230764,Private Detectives and Investigators
33-9031.00,3.666666666666666,3.146666666666667,2.66,2.146666666666667,3.034,2.673076923076923,Gambling Surveillance Officers and Gambling Investigators
33-9032.00,3.6820000000000004,3.903333333333333,3.0949999999999998,2.8866666666666667,3.8840000000000003,3.657692307692308,Security Guards
33-9091.00,2.3846666666666665,2.4566666666666666,1.945,2.18,2.8120000000000003,2.0476923076923077,Crossing Guards and Flaggers
33-9092.00,2.8193333333333332,2.841666666666667,2.25,2.8699999999999997,3.717999999999999,2.851538461538461,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
33-9093.00,3.086,2.731666666666667,1.7599999999999998,2.91,3.2359999999999998,2.7961538461538464,Transportation Security Screeners
33-9094.00,2.7939999999999996,2.7916666666666665,2.585,2.4583333333333335,3.118,2.51,School Bus Monitors
33-9099.02,3.491333333333333,3.4083333333333337,2.565,2.4633333333333334,3.2660000000000005,3.109230769230769,Retail Loss Prevention Specialists
35-1011.00,3.119333333333334,3.72,2.96,2.8983333333333334,3.5099999999999993,3.5838461538461535,Chefs and Head Cooks
35-1012.00,3.441333333333334,3.59,2.79,3.025,3.594,3.588461538461539,First-Line Supervisors of Food Preparation and Serving Workers
35-2011.00,2.749333333333333,2.753333333333334,1.9649999999999999,2.5883333333333334,2.902,2.6707692307692312,"Cooks, Fast Food"
35-2012.00,2.8533333333333335,3.1016666666666666,2.015,2.5316666666666667,3.1260000000000003,2.763076923076923,"Cooks, Institution and Cafeteria"
35-2013.00,2.627333333333333,3.14,2.5,2.456666666666667,2.6159999999999997,2.526923076923077,"Cooks, Private Household"
35-2014.00,2.1286666666666667,2.3583333333333334,1.905,2.4116666666666666,2.364,2.2092307692307696,"Cooks, Restaurant"
35-2015.00,2.4966666666666666,2.5016666666666665,2.06,2.11,2.41,2.2823076923076924,"Cooks, Short Order"
35-2021.00,2.4106666666666663,2.4183333333333334,1.9499999999999997,2.41,2.728,2.528461538461538,Food Preparation Workers
35-3011.00,2.880666666666667,3.233333333333333,2.435,2.481666666666667,3.444,3.1799999999999993,Bartenders
35-3023.00,2.2939999999999996,2.556666666666667,1.71,2.0050000000000003,2.7979999999999996,2.340769230769231,Fast Food and Counter Workers
35-3023.01,2.2493333333333334,2.52,1.955,2.3233333333333333,2.7299999999999995,2.5576923076923075,Baristas
35-3031.00,2.554,2.405,1.935,2.325,2.816,2.5100000000000002,Waiters and Waitresses
35-3041.00,2.76,2.8183333333333334,2.16,2.64,3.3739999999999997,2.644615384615385,"Food Servers, Nonrestaurant"
35-9011.00,2.694666666666667,2.9866666666666664,2.4850000000000003,2.36,3.1,2.8361538461538465,Dining Room and Cafeteria Attendants and Bartender Helpers
35-9021.00,2.286,2.4650000000000003,2.05,2.6933333333333334,2.652,2.338461538461538,Dishwashers
35-9031.00,2.6586666666666665,2.8000000000000003,1.955,2.4483333333333337,3.0140000000000002,2.77,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
37-1011.00,3.5880000000000005,3.9033333333333338,2.955,3.1300000000000003,3.974,3.918461538461538,First-Line Supervisors of Housekeeping and Janitorial Workers
37-1012.00,3.5020000000000002,3.9583333333333335,3.365,3.735,3.5480000000000005,3.6984615384615385,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
37-2011.00,2.9299999999999997,3.3216666666666668,2.51,3.0066666666666664,2.974,2.8976923076923073,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
37-2012.00,2.3546666666666667,2.64,1.7999999999999998,2.555,2.7399999999999998,2.250769230769231,Maids and Housekeeping Cleaners
37-2021.00,3.0186666666666664,3.1133333333333333,2.54,3.1350000000000002,2.872,2.724615384615385,Pest Control Workers
37-3011.00,1.6786666666666663,1.6216666666666668,1.525,2.68,1.5900000000000003,1.43,Landscaping and Groundskeeping Workers
37-3012.00,3.019999999999999,2.8016666666666663,1.94,2.918333333333333,2.4139999999999997,1.9084615384615384,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
37-3013.00,2.813333333333333,2.7550000000000003,2.52,3.6633333333333327,2.8259999999999996,2.487692307692307,Tree Trimmers and Pruners
39-1013.00,2.81,2.775,1.8250000000000002,2.118333333333333,3.2040000000000006,2.8976923076923073,First-Line Supervisors of Gambling Services Workers
39-1014.00,2.9626666666666663,3.3433333333333333,2.875,2.2883333333333336,3.4880000000000004,3.3230769230769233,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services"
39-1022.00,3.4560000000000004,3.233333333333333,2.415,2.3699999999999997,3.3340000000000005,3.297692307692308,First-Line Supervisors of Personal Service Workers
39-2011.00,2.772666666666667,3.2000000000000006,2.6350000000000002,2.4166666666666665,3.622,3.0399999999999996,Animal Trainers
39-2021.00,2.8666666666666667,2.9133333333333336,2.355,2.66,2.9379999999999997,2.4430769230769234,Animal Caretakers
39-3011.00,1.9266666666666665,1.9816666666666667,1.45,1.8933333333333333,2.722,2.0546153846153845,Gambling Dealers
39-3012.00,2.558666666666667,2.4183333333333334,1.87,2.0383333333333336,2.9859999999999998,2.539230769230769,Gambling and Sports Book Writers and Runners
39-3021.00,2.713333333333333,2.32,1.905,2.7366666666666664,2.528,2.0292307692307694,Motion Picture Projectionists
39-3031.00,2.2293333333333334,1.9333333333333333,1.7199999999999998,2.006666666666667,3.082,2.1592307692307693,"Ushers, Lobby Attendants, and Ticket Takers"
39-3091.00,2.681333333333334,2.6366666666666667,2.5549999999999997,2.2183333333333333,3.128,2.673076923076923,Amusement and Recreation Attendants
39-3092.00,2.8466666666666667,3.033333333333333,3.17,2.6466666666666665,2.5479999999999996,2.540769230769231,Costume Attendants
39-3093.00,2.7820000000000005,2.965,2.23,2.6166666666666663,2.9219999999999997,2.574615384615385,"Locker Room, Coatroom, and Dressing Room Attendants"
39-4011.00,3.0800000000000005,3.0766666666666667,2.455,3.103333333333333,3.168,2.4123076923076923,Embalmers
39-4021.00,2.563333333333333,2.388333333333333,2.045,2.975,3.178,2.2192307692307693,Funeral Attendants
39-4031.00,3.2933333333333334,3.7350000000000008,2.915,3.151666666666667,3.7119999999999997,3.327692307692308,"Morticians, Undertakers, and Funeral Arrangers"
39-5011.00,2.928666666666666,3.3366666666666664,2.56,2.6,3.7060000000000004,3.1415384615384623,Barbers
39-5012.00,3.076,3.0833333333333335,2.9450000000000003,2.6733333333333333,3.558,3.075384615384615,"Hairdressers, Hairstylists, and Cosmetologists"
39-5091.00,2.8313333333333333,3.475,3.16,2.22,3.192,3.063846153846154,"Makeup Artists, Theatrical and Performance"
39-5092.00,2.12,2.3866666666666667,2.19,2.0500000000000003,2.7,2.1384615384615384,Manicurists and Pedicurists
39-5093.00,2.496,2.8066666666666666,2.2399999999999998,2.1566666666666667,3.0140000000000002,2.6869230769230774,Shampooers
39-5094.00,3.179333333333333,3.7116666666666664,2.7649999999999997,2.715,3.974,3.3461538461538463,Skincare Specialists
39-6011.00,3.041333333333333,3.0116666666666667,2.27,3.4216666666666664,3.7099999999999995,2.9469230769230768,Baggage Porters and Bellhops
39-6012.00,3.174,3.1916666666666664,2.7,1.8316666666666663,3.6379999999999995,3.1330769230769233,Concierges
39-7011.00,2.6553333333333335,2.348333333333333,2.0300000000000002,1.7233333333333334,2.896,2.1553846153846155,Tour Guides and Escorts
39-7012.00,2.9819999999999998,3.1283333333333334,2.83,2.725,3.332,2.835384615384615,Travel Guides
39-9011.00,2.4019999999999997,3.055,2.56,1.9766666666666666,3.118,2.7146153846153847,Childcare Workers
39-9011.01,2.3833333333333337,3.293333333333333,2.56,2.4983333333333335,3.2199999999999998,2.576923076923077,Nannies
39-9031.00,2.895333333333333,2.9683333333333337,2.86,2.5933333333333333,3.772,2.879230769230769,Exercise Trainers and Group Fitness Instructors
39-9032.00,3.5780000000000003,3.9683333333333337,3.0949999999999998,2.735,3.7079999999999997,3.575384615384616,Recreation Workers
39-9041.00,3.0993333333333335,3.6966666666666668,2.505,2.236666666666667,3.6239999999999997,3.2438461538461545,Residential Advisors
41-1011.00,2.914,3.336666666666666,1.92,2.105,3.592,3.511538461538462,First-Line Supervisors of Retail Sales Workers
41-1012.00,3.420666666666667,3.6933333333333334,2.31,2.2166666666666663,3.582,3.895384615384616,First-Line Supervisors of Non-Retail Sales Workers
41-2011.00,2.473333333333334,2.14,1.845,2.0433333333333334,2.7439999999999998,2.174615384615385,Cashiers
41-2012.00,3.0853333333333333,3.0900000000000003,2.4299999999999997,2.603333333333333,3.4200000000000004,2.8553846153846156,Gambling Change Persons and Booth Cashiers
41-2021.00,2.996,2.921666666666667,2.62,2.8000000000000007,3.2079999999999997,2.8600000000000003,Counter and Rental Clerks
41-2022.00,3.451333333333334,3.438333333333334,3.015,3.0116666666666667,3.3160000000000003,3.191538461538461,Parts Salespersons
41-2031.00,2.960666666666667,2.795,2.25,2.505,3.034,2.8061538461538458,Retail Salespersons
41-3011.00,3.4353333333333333,3.7383333333333333,2.865,1.6233333333333333,2.746,3.4830769230769225,Advertising Sales Agents
41-3021.00,2.944,2.9450000000000003,2.275,1.5766666666666664,2.46,2.5976923076923075,Insurance Sales Agents
41-3031.00,3.3759999999999994,3.078333333333333,2.14,1.3916666666666668,2.744,2.755384615384616,"Securities, Commodities, and Financial Services Sales Agents"
41-3041.00,3.397333333333333,2.908333333333333,2.29,1.5716666666666665,2.914,2.689230769230769,Travel Agents
41-3091.00,3.4713333333333334,3.3966666666666665,3.085,1.6000000000000003,2.8779999999999997,2.8423076923076924,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
41-4011.00,2.445333333333333,2.7466666666666666,1.8499999999999999,1.54,2.186,2.3207692307692307,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
41-4011.07,3.6046666666666662,3.268333333333333,2.98,1.9666666666666666,2.7399999999999998,3.085384615384615,Solar Sales Representatives and Assessors
41-4012.00,3.0606666666666666,3.1700000000000004,2.705,2.5416666666666665,2.7700000000000005,2.7323076923076925,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
41-9011.00,2.646,2.5966666666666667,2.61,2.2733333333333334,3.146,2.9784615384615383,Demonstrators and Product Promoters
41-9012.00,1.6500000000000001,1.9733333333333334,2.37,1.9433333333333334,1.784,1.566153846153846,Models
41-9021.00,3.5293333333333337,3.515,2.715,1.8699999999999999,2.8280000000000003,2.766923076923077,Real Estate Brokers
41-9022.00,3.3953333333333333,3.5,2.65,2.0516666666666667,3.3560000000000003,2.968461538461538,Real Estate Sales Agents
41-9031.00,3.472666666666667,2.813333333333334,3.09,1.6600000000000001,2.798,2.773076923076923,Sales Engineers
41-9041.00,3.253333333333333,3.0450000000000004,2.465,1.67,2.918,2.885384615384616,Telemarketers
41-9091.00,2.5606666666666666,2.9883333333333333,2.0,1.7533333333333332,3.3299999999999996,3.3699999999999997,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
43-1011.00,3.5286666666666666,3.6183333333333336,2.4749999999999996,2.211666666666667,3.4620000000000006,3.513076923076923,First-Line Supervisors of Office and Administrative Support Workers
43-2011.00,2.5973333333333333,2.07,1.5150000000000001,1.2699999999999998,2.526,1.950769230769231,"Switchboard Operators, Including Answering Service"
43-2021.00,3.312,2.5033333333333334,2.005,1.8316666666666668,3.13,2.325384615384616,Telephone Operators
43-3011.00,2.8019999999999996,2.9350000000000005,1.7850000000000001,1.4933333333333334,2.508,2.4961538461538457,Bill and Account Collectors
43-3021.00,2.7573333333333334,2.4116666666666666,1.255,1.1533333333333333,2.194,1.7938461538461539,Billing and Posting Clerks
43-3031.00,3.0293333333333337,2.8716666666666666,1.7600000000000002,1.4833333333333334,2.462,2.2100000000000004,"Bookkeeping, Accounting, and Auditing Clerks"
43-3041.00,3.0533333333333337,2.7466666666666666,1.885,2.4099999999999997,3.0300000000000002,2.707692307692308,Gambling Cage Workers
43-3051.00,3.102,2.475,2.0300000000000002,1.5750000000000002,2.29,2.1976923076923076,Payroll and Timekeeping Clerks
43-3061.00,3.188666666666667,3.1466666666666665,2.14,1.9733333333333334,2.7079999999999997,2.5023076923076926,Procurement Clerks
43-3071.00,3.3993333333333333,3.145,2.385,2.31,3.1019999999999994,2.896153846153846,Tellers
43-4011.00,2.9693333333333336,2.2983333333333333,1.54,1.2233333333333332,2.144,2.0,Brokerage Clerks
43-4021.00,3.05,2.7916666666666665,1.9,1.6899999999999997,2.604,2.207692307692308,Correspondence Clerks
43-4031.00,3.0933333333333337,2.8550000000000004,2.255,1.8233333333333333,3.002,2.279230769230769,"Court, Municipal, and License Clerks"
43-4041.00,3.352,3.2016666666666667,1.755,1.2816666666666667,2.9219999999999997,2.9384615384615382,"Credit Authorizers, Checkers, and Clerks"
43-4051.00,3.4793333333333334,3.431666666666666,2.335,2.125,3.258,3.0623076923076926,Customer Service Representatives
43-4061.00,3.3853333333333335,2.9916666666666667,2.0,1.3150000000000002,2.8,2.3161538461538465,"Eligibility Interviewers, Government Programs"
43-4071.00,3.512,3.5316666666666667,2.355,2.283333333333333,3.178,3.0338461538461536,File Clerks
43-4081.00,3.1653333333333338,3.0883333333333334,2.145,2.0316666666666667,3.308,3.012307692307692,"Hotel, Motel, and Resort Desk Clerks"
43-4111.00,3.6573333333333333,3.6533333333333338,2.395,2.05,3.7399999999999998,3.3038461538461537,"Interviewers, Except Eligibility and Loan"
43-4121.00,3.0860000000000007,2.856666666666667,2.145,2.13,2.9299999999999997,2.2399999999999998,"Library Assistants, Clerical"
43-4131.00,3.5213333333333328,3.7499999999999996,2.545,1.1916666666666667,3.468,3.495384615384615,Loan Interviewers and Clerks
43-4141.00,2.742,2.7566666666666664,1.725,1.6900000000000002,3.0159999999999996,2.870769230769231,New Accounts Clerks
43-4151.00,3.4993333333333334,3.3850000000000002,2.57,2.245,3.132,2.878461538461538,Order Clerks
43-4161.00,3.4226666666666667,3.391666666666667,1.995,1.765,2.974,2.8615384615384616,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4171.00,2.9566666666666666,2.9949999999999997,1.8599999999999999,1.7833333333333332,3.066,2.5084615384615385,Receptionists and Information Clerks
43-4181.00,2.8273333333333333,3.133333333333333,2.115,1.5266666666666666,3.344,2.6799999999999997,Reservation and Transportation Ticket Agents and Travel Clerks
43-5011.00,3.018666666666667,2.6916666666666664,2.785,3.1300000000000003,2.3939999999999997,2.359230769230769,Cargo and Freight Agents
43-5011.01,3.9113333333333333,3.8349999999999995,3.83,3.033333333333333,3.532,3.699230769230769,Freight Forwarders
43-5021.00,2.424666666666667,2.535,2.26,2.811666666666667,2.526,2.1723076923076925,Couriers and Messengers
43-5031.00,3.87,3.44,2.32,2.265,3.748,3.225384615384615,Public Safety Telecommunicators
43-5032.00,3.228,3.2483333333333335,2.245,2.0033333333333334,3.0780000000000003,2.9538461538461545,"Dispatchers, Except Police, Fire, and Ambulance"
43-5041.00,2.799333333333333,2.48,2.35,2.753333333333334,2.716,2.13,"Meter Readers, Utilities"
43-5051.00,3.1206666666666667,2.6916666666666664,2.06,2.575,2.992,2.6530769230769233,Postal Service Clerks
43-5052.00,2.068,1.8233333333333335,1.475,2.7883333333333336,2.234,1.7207692307692306,Postal Service Mail Carriers
43-5053.00,2.5933333333333333,2.1233333333333335,1.845,2.8066666666666666,2.508,2.0061538461538464,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
43-5061.00,3.1213333333333337,2.9416666666666664,2.545,1.8666666666666665,2.2119999999999997,2.1807692307692306,"Production, Planning, and Expediting Clerks"
43-5071.00,3.0966666666666662,3.105,2.34,3.061666666666666,2.856,2.800769230769231,"Shipping, Receiving, and Inventory Clerks"
43-5111.00,3.6,3.293333333333333,2.535,3.223333333333333,3.0460000000000003,3.082307692307692,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
43-6011.00,3.164,3.4116666666666666,2.49,1.9249999999999998,2.7800000000000002,2.4692307692307693,Executive Secretaries and Executive Administrative Assistants
43-6012.00,3.207333333333333,2.9333333333333336,2.1550000000000002,1.7949999999999997,2.804,2.3969230769230765,Legal Secretaries and Administrative Assistants
43-6013.00,3.3346666666666676,3.473333333333333,2.23,1.9816666666666667,3.344,2.868461538461539,Medical Secretaries and Administrative Assistants
43-6014.00,2.9106666666666667,2.8183333333333334,2.195,1.8066666666666666,2.588,2.1184615384615384,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
43-9021.00,3.3486666666666665,2.715,2.28,2.033333333333333,2.63,2.473846153846154,Data Entry Keyers
43-9022.00,3.022666666666667,2.695,1.8450000000000002,1.5899999999999999,2.7920000000000003,2.1730769230769234,Word Processors and Typists
43-9031.00,3.337333333333333,3.058333333333333,3.04,1.9833333333333332,2.662,2.7046153846153844,Desktop Publishers
43-9041.00,2.9986666666666664,2.4383333333333335,1.6400000000000001,1.3549999999999998,2.4319999999999995,2.0576923076923075,Insurance Claims and Policy Processing Clerks
43-9051.00,2.7533333333333334,2.4499999999999997,2.46,3.08,2.594,2.329230769230769,"Mail Clerks and Mail Machine Operators, Except Postal Service"
43-9061.00,2.8760000000000003,2.6483333333333334,1.96,1.8883333333333334,2.4,2.121538461538462,"Office Clerks, General"
43-9071.00,2.9653333333333336,2.938333333333334,2.5149999999999997,2.7416666666666667,2.518,2.4692307692307693,"Office Machine Operators, Except Computer"
43-9081.00,2.886,1.93,1.7850000000000001,1.3333333333333333,1.374,1.4023076923076923,Proofreaders and Copy Markers
43-9111.00,3.6719999999999997,2.7716666666666665,2.115,1.1983333333333335,2.52,2.253846153846154,Statistical Assistants
45-1011.00,3.1926666666666668,3.5116666666666663,2.685,3.4250000000000003,2.758,3.085384615384615,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-2011.00,3.306666666666666,2.92,2.05,2.69,2.9799999999999995,2.5907692307692307,Agricultural Inspectors
45-2021.00,2.5820000000000003,2.5433333333333334,1.87,2.715,2.466,2.1723076923076925,Animal Breeders
45-2041.00,2.600666666666667,2.51,1.83,2.793333333333333,2.382,2.3492307692307692,"Graders and Sorters, Agricultural Products"
45-2091.00,2.77,2.878333333333334,2.5949999999999998,3.861666666666667,2.8020000000000005,2.924615384615384,Agricultural Equipment Operators
45-2092.00,3.1133333333333337,3.035,2.64,3.4766666666666666,2.95,2.7723076923076926,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
45-2093.00,2.9066666666666667,2.983333333333333,2.335,3.3266666666666667,2.7560000000000002,2.7230769230769223,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
45-3031.00,2.9113333333333338,3.016666666666667,2.92,3.5883333333333334,2.7840000000000003,2.614615384615384,Fishing and Hunting Workers
45-4011.00,3.064666666666667,2.86,2.52,3.438333333333333,2.578,2.4076923076923076,Forest and Conservation Workers
45-4021.00,2.402,2.6983333333333337,1.895,3.52,2.396,2.1523076923076925,Fallers
45-4022.00,3.0966666666666667,3.0933333333333333,2.58,3.8899999999999992,2.926,2.740769230769231,Logging Equipment Operators
45-4023.00,3.1953333333333327,3.145,2.54,3.138333333333333,2.822,2.624615384615385,Log Graders and Scalers
47-1011.00,3.297333333333334,3.6366666666666667,3.46,3.4616666666666664,3.018,3.1638461538461535,First-Line Supervisors of Construction Trades and Extraction Workers
47-1011.03,3.374,3.5033333333333334,3.2800000000000002,3.6,3.086,3.3176923076923077,Solar Energy Installation Managers
47-2011.00,3.1073333333333335,2.8200000000000003,2.88,3.4883333333333333,2.222,2.3346153846153843,Boilermakers
47-2021.00,2.9466666666666663,3.48,2.995,3.293333333333333,2.7300000000000004,2.8407692307692307,Brickmasons and Blockmasons
47-2022.00,3.1046666666666667,3.286666666666667,3.3499999999999996,3.733333333333333,2.8839999999999995,3.029230769230769,Stonemasons
47-2031.00,3.1820000000000004,3.3000000000000003,3.5549999999999997,3.421666666666667,2.8819999999999997,2.9107692307692306,Carpenters
47-2041.00,2.7260000000000004,2.7300000000000004,2.9850000000000003,3.3666666666666667,2.588,2.424615384615385,Carpet Installers
47-2042.00,2.768666666666667,3.0766666666666667,2.985,2.7266666666666666,2.5740000000000003,2.649230769230769,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
47-2043.00,3.1866666666666665,3.3633333333333333,3.02,3.668333333333333,3.274,2.987692307692307,Floor Sanders and Finishers
