O*NET-SOC Code,알기,짜기,꺼내기,다루기,돌보기,이끌기,Title
19-2042.00,4.019333333333334,3.49,3.43,2.686666666666666,3.166,3.1415384615384614,"Geoscientists, Except Hydrologists and Geographers"
19-2043.00,3.844,3.2266666666666666,2.9050000000000002,2.65,2.948,2.82,Hydrologists
19-2099.01,3.938666666666667,3.346666666666667,3.2800000000000002,2.0666666666666664,2.888,3.033846153846154,Remote Sensing Scientists and Technologists
19-3011.00,3.9019999999999997,2.9166666666666665,2.62,1.0883333333333334,2.944,2.8400000000000003,Economists
19-3011.01,3.7533333333333334,2.51,2.465,1.1066666666666667,2.664,2.3099999999999996,Environmental Economists
19-3022.00,3.830666666666666,3.5700000000000003,2.62,1.3683333333333334,3.068,3.1823076923076923,Survey Researchers
19-3032.00,3.819333333333333,3.5900000000000003,2.3200000000000003,1.1533333333333333,3.54,3.7584615384615385,Industrial-Organizational Psychologists
19-3033.00,3.1693333333333333,3.1916666666666664,2.54,1.2583333333333333,3.8019999999999996,2.838461538461539,Clinical and Counseling Psychologists
19-3034.00,3.530666666666667,3.3833333333333333,2.135,1.5516666666666665,3.778,3.0615384615384618,School Psychologists
19-3039.02,3.7633333333333336,3.2183333333333324,2.385,1.6416666666666666,3.7,2.756923076923077,Neuropsychologists
19-3039.03,3.808,3.016666666666666,2.355,1.4983333333333333,3.972,2.8861538461538463,Clinical Neuropsychologists
19-3041.00,3.8646666666666665,3.2583333333333333,2.6999999999999997,1.2750000000000001,3.254,2.9315384615384614,Sociologists
19-3051.00,3.6719999999999997,4.008333333333333,2.9000000000000004,1.26,3.1919999999999997,3.5399999999999996,Urban and Regional Planners
19-3091.00,3.734666666666667,3.266666666666666,2.705,1.7866666666666668,3.21,2.976153846153846,Anthropologists and Archeologists
19-3092.00,3.694,3.0866666666666664,3.075,1.8383333333333332,3.072,2.6653846153846152,Geographers
19-3093.00,3.3073333333333332,2.983333333333333,2.31,1.6233333333333333,2.4219999999999997,2.439230769230769,Historians
19-3094.00,3.862,3.02,2.6350000000000002,1.2483333333333333,3.222,2.786153846153846,Political Scientists
19-3099.01,3.8573333333333335,3.6149999999999998,3.05,1.4100000000000001,3.3059999999999996,3.5161538461538457,Transportation Planners
19-4012.00,3.1539999999999995,3.0083333333333333,2.665,3.526666666666666,2.564,2.4023076923076925,Agricultural Technicians
19-4012.01,3.704,3.138333333333333,3.255,3.1666666666666665,3.2260000000000004,3.0138461538461545,Precision Agriculture Technicians
19-4013.00,3.21,2.9616666666666664,2.1100000000000003,2.2216666666666667,3.132,2.996923076923077,Food Science Technicians
19-4021.00,3.2246666666666663,3.1183333333333327,2.7,2.9499999999999997,2.886,2.6023076923076927,Biological Technicians
19-4031.00,3.5006666666666666,3.0066666666666664,2.83,3.0716666666666668,2.616,2.4038461538461537,Chemical Technicians
19-4042.00,3.3680000000000003,3.2016666666666667,2.475,2.81,2.9339999999999997,2.792307692307692,"Environmental Science and Protection Technicians, Including Health"
19-4043.00,3.4086666666666674,2.69,2.56,2.9916666666666667,2.3,2.172307692307693,"Geological Technicians, Except Hydrologic Technicians"
19-4051.00,3.378,2.6533333333333333,2.455,3.19,2.5780000000000003,2.3915384615384614,Nuclear Technicians
19-4051.02,3.5700000000000003,3.1,2.685,2.72,2.874,2.6476923076923073,Nuclear Monitoring Technicians
19-4061.00,3.512,2.8833333333333333,2.25,1.2633333333333334,2.578,2.5,Social Science Research Assistants
19-4071.00,3.5053333333333336,3.668333333333333,3.0300000000000002,3.4816666666666674,3.3899999999999997,3.270769230769231,Forest and Conservation Technicians
19-4092.00,3.4873333333333334,2.7783333333333338,2.26,2.766666666666666,3.136,2.4423076923076925,Forensic Science Technicians
19-4099.01,3.3526666666666665,2.48,2.24,2.6133333333333333,2.212,2.0761538461538462,Quality Control Analysts
19-4099.03,3.723333333333333,3.133333333333333,3.1550000000000002,2.365,2.5220000000000002,2.7169230769230768,Remote Sensing Technicians
19-5011.00,3.8006666666666664,3.57,2.9299999999999997,2.643333333333333,3.63,3.4784615384615383,Occupational Health and Safety Specialists
19-5012.00,3.6166666666666667,3.5366666666666666,3.0700000000000003,2.4966666666666666,3.5060000000000002,3.4269230769230767,Occupational Health and Safety Technicians
21-1011.00,3.395333333333333,3.7183333333333333,2.85,1.7149999999999999,3.934,3.378461538461538,Substance Abuse and Behavioral Disorder Counselors
21-1012.00,3.465333333333333,3.3800000000000003,2.41,1.39,3.752,2.939230769230769,"Educational, Guidance, and Career Counselors and Advisors"
21-1013.00,3.250666666666667,3.431666666666666,2.685,1.2133333333333334,3.78,3.006153846153846,Marriage and Family Therapists
21-1014.00,3.3419999999999996,3.4466666666666668,2.7,1.3566666666666667,4.098,2.825384615384615,Mental Health Counselors
21-1015.00,3.1506666666666665,3.5100000000000002,2.3,1.3383333333333332,3.596,2.904615384615385,Rehabilitation Counselors
21-1021.00,3.162,3.6833333333333336,2.555,1.6533333333333335,3.8880000000000003,3.3492307692307692,"Child, Family, and School Social Workers"
21-1022.00,3.140666666666667,3.543333333333333,2.415,1.6266666666666663,3.8440000000000003,3.1638461538461535,Healthcare Social Workers
21-1023.00,3.284666666666667,3.611666666666667,2.69,1.675,3.8660000000000005,3.154615384615385,Mental Health and Substance Abuse Social Workers
21-1091.00,3.7379999999999995,3.9066666666666667,2.8899999999999997,2.293333333333333,3.9299999999999997,3.4061538461538463,Health Education Specialists
21-1092.00,3.3966666666666665,3.5549999999999997,2.46,2.16,3.4899999999999998,3.1030769230769226,Probation Officers and Correctional Treatment Specialists
21-1093.00,3.1520000000000006,3.316666666666667,2.495,1.8066666666666666,3.7439999999999998,2.9584615384615387,Social and Human Service Assistants
21-1094.00,3.2246666666666663,3.065,2.33,1.6933333333333334,3.6079999999999997,2.5338461538461536,Community Health Workers
21-2011.00,2.8879999999999995,3.4233333333333333,2.5,1.6483333333333334,3.636,3.4215384615384616,Clergy
21-2021.00,3.3553333333333337,3.8333333333333335,2.9050000000000002,2.021666666666667,3.8820000000000006,3.4753846153846153,"Directors, Religious Activities and Education"
23-1011.00,3.5193333333333334,3.703333333333333,2.55,1.5583333333333333,3.2960000000000003,3.3530769230769235,Lawyers
23-1012.00,3.1740000000000004,1.9483333333333335,2.125,1.2333333333333334,2.0060000000000002,1.5146153846153845,Judicial Law Clerks
23-1021.00,3.369333333333334,3.0500000000000003,1.855,1.1266666666666667,2.756,2.3353846153846156,"Administrative Law Judges, Adjudicators, and Hearing Officers"
23-1022.00,3.3939999999999997,2.9,2.525,1.4033333333333333,2.356,2.295384615384615,"Arbitrators, Mediators, and Conciliators"
23-1023.00,3.2933333333333334,3.108333333333333,2.165,1.39,2.768,2.463846153846154,"Judges, Magistrate Judges, and Magistrates"
23-2011.00,3.1893333333333325,2.8216666666666668,1.8650000000000002,1.4783333333333333,2.414,2.1515384615384616,Paralegals and Legal Assistants
23-2093.00,3.3313333333333337,3.1333333333333333,2.33,1.3233333333333335,2.9240000000000004,2.746923076923077,"Title Examiners, Abstractors, and Searchers"
25-1011.00,3.341333333333333,2.983333333333333,2.585,1.53,3.6100000000000003,2.8338461538461535,"Business Teachers, Postsecondary"
25-1021.00,3.6979999999999995,3.2549999999999994,3.3249999999999997,1.675,3.5479999999999996,3.243846153846154,"Computer Science Teachers, Postsecondary"
25-1022.00,3.228,2.8200000000000003,2.48,1.5083333333333335,3.4539999999999997,2.883846153846154,"Mathematical Science Teachers, Postsecondary"
25-1031.00,3.625333333333334,3.82,4.145,1.995,3.564,3.5207692307692304,"Architecture Teachers, Postsecondary"
25-1032.00,3.7486666666666664,3.5716666666666668,3.285,1.9900000000000002,3.3779999999999992,3.290769230769231,"Engineering Teachers, Postsecondary"
25-1041.00,3.74,3.7833333333333337,3.06,2.445,3.812,3.7592307692307694,"Agricultural Sciences Teachers, Postsecondary"
25-1042.00,3.816,3.4866666666666664,2.9650000000000003,1.788333333333333,3.5440000000000005,3.203076923076923,"Biological Science Teachers, Postsecondary"
25-1043.00,4.0006666666666675,3.3600000000000008,3.045,2.17,3.444,3.2007692307692306,"Forestry and Conservation Science Teachers, Postsecondary"
25-1051.00,3.611333333333333,3.2399999999999998,2.975,2.021666666666667,3.6,2.96,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary"
25-1052.00,3.498666666666667,3.1199999999999997,2.64,1.9233333333333336,3.376,3.0338461538461536,"Chemistry Teachers, Postsecondary"
25-1053.00,3.7180000000000004,3.396666666666667,2.9099999999999997,2.165,3.4199999999999995,3.101538461538461,"Environmental Science Teachers, Postsecondary"
25-1054.00,3.87,3.316666666666667,3.27,2.095,3.598,3.088461538461538,"Physics Teachers, Postsecondary"
25-1061.00,3.7560000000000002,3.4333333333333336,2.9749999999999996,1.876666666666667,3.724,3.1546153846153846,"Anthropology and Archeology Teachers, Postsecondary"
25-1062.00,3.361333333333333,3.561666666666667,2.755,1.2983333333333331,3.5199999999999996,3.1923076923076925,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary"
25-1063.00,3.6193333333333326,2.638333333333333,2.91,1.5266666666666666,3.0780000000000003,2.7546153846153842,"Economics Teachers, Postsecondary"
25-1064.00,3.829333333333333,3.03,3.035,1.62,3.378,2.913846153846154,"Geography Teachers, Postsecondary"
25-1065.00,3.551333333333333,3.033333333333333,2.6399999999999997,1.1316666666666666,3.088,2.906153846153846,"Political Science Teachers, Postsecondary"
25-1066.00,3.600666666666667,3.53,2.535,1.4416666666666667,4.106,3.276923076923077,"Psychology Teachers, Postsecondary"
25-1067.00,3.518666666666667,3.0483333333333333,2.76,1.2449999999999999,2.934,2.5961538461538463,"Sociology Teachers, Postsecondary"
25-1071.00,3.730666666666666,3.2583333333333333,3.0,2.4366666666666665,3.684,2.9615384615384617,"Health Specialties Teachers, Postsecondary"
25-1072.00,3.792,3.7966666666666664,2.83,2.2366666666666664,4.128,3.5599999999999996,"Nursing Instructors and Teachers, Postsecondary"
25-1081.00,3.385333333333333,3.345,2.6,1.26,3.502,3.193076923076923,"Education Teachers, Postsecondary"
25-1082.00,3.8953333333333333,3.121666666666666,2.9,1.4799999999999998,3.5100000000000002,3.0684615384615386,"Library Science Teachers, Postsecondary"
25-1111.00,3.3906666666666667,3.0,2.8449999999999998,1.4466666666666665,3.3939999999999997,2.581538461538462,"Criminal Justice and Law Enforcement Teachers, Postsecondary"
25-1112.00,3.374,2.84,2.805,1.1016666666666666,3.2399999999999998,2.576923076923077,"Law Teachers, Postsecondary"
25-1113.00,3.552,3.615,2.855,1.4816666666666665,3.5540000000000007,3.1792307692307697,"Social Work Teachers, Postsecondary"
25-1121.00,3.26,3.6133333333333333,3.55,2.4533333333333336,3.9880000000000004,3.5292307692307694,"Art, Drama, and Music Teachers, Postsecondary"
25-1122.00,3.7626666666666675,3.733333333333333,2.96,1.4916666666666665,3.808,3.512307692307693,"Communications Teachers, Postsecondary"
25-1123.00,3.3179999999999996,3.518333333333333,2.7800000000000002,1.4583333333333333,3.628,3.2238461538461536,"English Language and Literature Teachers, Postsecondary"
25-1124.00,3.1339999999999995,2.6,2.7,1.305,3.336,2.403076923076923,"Foreign Language and Literature Teachers, Postsecondary"
25-1125.00,3.533333333333333,3.0100000000000002,2.735,1.2966666666666666,3.2600000000000002,2.632307692307692,"History Teachers, Postsecondary"
25-1126.00,3.2806666666666664,3.2283333333333335,2.63,1.375,3.566,3.0707692307692303,"Philosophy and Religion Teachers, Postsecondary"
25-1192.00,3.2426666666666666,3.2783333333333338,2.535,1.7499999999999998,3.5100000000000002,2.9253846153846155,"Family and Consumer Sciences Teachers, Postsecondary"
25-1193.00,3.466666666666667,3.4683333333333337,2.55,1.8416666666666668,3.822,3.3546153846153848,"Recreation and Fitness Studies Teachers, Postsecondary"
25-1194.00,3.5140000000000002,3.4466666666666668,3.1950000000000003,3.1016666666666666,3.9,3.2884615384615383,"Career/Technical Education Teachers, Postsecondary"
25-2011.00,2.3606666666666665,3.045,2.35,1.8399999999999999,3.282,2.786153846153846,"Preschool Teachers, Except Special Education"
25-2012.00,3.0066666666666664,3.526666666666667,2.66,1.8150000000000002,3.4880000000000004,3.0269230769230764,"Kindergarten Teachers, Except Special Education"
25-2021.00,2.9933333333333336,3.4499999999999997,2.58,1.705,3.7660000000000005,3.1346153846153846,"Elementary School Teachers, Except Special Education"
25-2022.00,3.3313333333333337,3.8033333333333332,2.9699999999999998,1.7750000000000001,3.944,3.3761538461538456,"Middle School Teachers, Except Special and Career/Technical Education"
25-2023.00,3.084,3.288333333333334,2.9299999999999997,1.7683333333333333,3.7019999999999995,3.0469230769230773,"Career/Technical Education Teachers, Middle School"
25-2031.00,3.237333333333334,3.7083333333333335,2.8649999999999998,1.9749999999999999,3.9259999999999997,3.230769230769231,"Secondary School Teachers, Except Special and Career/Technical Education"
25-2032.00,3.7213333333333334,4.041666666666667,3.8200000000000003,3.108333333333333,4.214,3.720769230769231,"Career/Technical Education Teachers, Secondary School"
25-2051.00,3.048,3.2899999999999996,2.68,2.1733333333333333,3.7060000000000004,3.1984615384615385,"Special Education Teachers, Preschool"
25-2055.00,2.8686666666666665,3.1666666666666665,2.48,1.6633333333333333,3.37,2.826923076923077,"Special Education Teachers, Kindergarten"
25-2056.00,3.308,3.36,2.745,1.8016666666666667,3.4560000000000004,2.961538461538461,"Special Education Teachers, Elementary School"
25-2057.00,2.9193333333333342,3.2916666666666665,2.445,1.79,3.442,3.038461538461538,"Special Education Teachers, Middle School"
25-2058.00,3.5120000000000005,3.4949999999999997,3.085,2.0733333333333337,3.7060000000000004,3.1484615384615386,"Special Education Teachers, Secondary School"
25-2059.01,3.3473333333333333,3.561666666666667,3.155,2.6766666666666663,3.7399999999999998,3.194615384615384,Adapted Physical Education Specialists
25-3011.00,2.9113333333333333,2.9983333333333335,2.705,1.6233333333333333,3.46,2.5907692307692307,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
25-3021.00,2.939333333333333,2.91,2.77,1.9483333333333335,3.748,3.035384615384615,Self-Enrichment Teachers
25-3031.00,2.541333333333333,2.7583333333333333,1.895,1.8516666666666666,2.756,2.2938461538461534,"Substitute Teachers, Short-Term"
25-3041.00,3.005333333333333,3.013333333333333,2.5949999999999998,1.4766666666666666,3.96,2.6853846153846153,Tutors
25-4011.00,3.6613333333333338,3.5366666666666666,2.69,2.345,3.284,3.1592307692307693,Archivists
25-4012.00,3.428666666666667,3.4500000000000006,3.32,2.365,3.1759999999999997,2.9784615384615387,Curators
25-4013.00,3.6739999999999995,3.235,3.485,2.9333333333333336,3.082,2.8492307692307692,Museum Technicians and Conservators
25-4022.00,3.82,3.5483333333333333,2.515,1.8633333333333335,3.622,3.0976923076923075,Librarians and Media Collections Specialists
25-4031.00,2.8746666666666667,2.855,2.0700000000000003,2.195,2.502,2.1000000000000005,Library Technicians
25-9021.00,3.5060000000000002,3.6750000000000003,2.5700000000000003,2.375,3.752,3.3207692307692303,Farm and Home Management Educators
25-9031.00,3.488,3.7249999999999996,2.59,1.6749999999999998,3.8019999999999996,3.376153846153847,Instructional Coordinators
25-9042.00,3.0940000000000003,3.731666666666667,2.91,1.9816666666666665,3.3340000000000005,2.673076923076923,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
25-9043.00,2.7800000000000002,2.9033333333333338,2.26,1.8716666666666668,3.25,2.714615384615385,"Teaching Assistants, Special Education"
25-9044.00,3.127333333333333,2.8716666666666666,2.84,1.6733333333333336,3.2399999999999998,2.619230769230769,"Teaching Assistants, Postsecondary"
27-1011.00,3.3399999999999994,3.151666666666667,3.7,1.555,2.9899999999999998,2.9776923076923083,Art Directors
27-1012.00,2.7680000000000002,2.8083333333333336,3.455,2.7183333333333333,2.614,2.2407692307692306,Craft Artists
27-1013.00,2.68,2.273333333333334,3.655,2.1966666666666668,1.8900000000000001,1.679230769230769,"Fine Artists, Including Painters, Sculptors, and Illustrators"
27-1014.00,3.4626666666666663,2.7716666666666665,3.1750000000000003,1.8933333333333333,2.772,2.7353846153846155,Special Effects Artists and Animators
27-1021.00,3.2313333333333336,2.9483333333333337,4.2700000000000005,2.0900000000000003,2.2600000000000002,2.422307692307693,Commercial and Industrial Designers
27-1022.00,3.3646666666666665,3.5733333333333337,3.9299999999999997,2.108333333333333,2.932,3.388461538461539,Fashion Designers
27-1023.00,3.0420000000000003,3.401666666666667,3.25,2.595,3.18,3.126153846153846,Floral Designers
27-1024.00,3.333999999999999,3.311666666666667,4.03,1.84,2.992,3.0100000000000002,Graphic Designers
27-1025.00,3.3753333333333333,3.6649999999999996,4.515000000000001,1.8633333333333333,3.214,3.4884615384615385,Interior Designers
27-1026.00,2.858,3.271666666666667,3.1350000000000002,2.518333333333333,3.022,2.953076923076923,Merchandise Displayers and Window Trimmers
27-1027.00,3.1366666666666663,3.3200000000000003,4.664999999999999,1.86,2.364,2.8046153846153845,Set and Exhibit Designers
27-2011.00,2.482666666666667,2.518333333333333,2.885,1.9583333333333333,2.3939999999999997,2.152307692307692,Actors
27-2012.00,3.4779999999999998,3.4399999999999995,3.235,2.123333333333333,2.9,3.0684615384615386,Producers and Directors
27-2012.03,3.5506666666666664,3.6383333333333336,2.955,1.8133333333333335,3.6300000000000003,3.6623076923076923,Media Programming Directors
27-2012.04,2.743333333333333,3.2450000000000006,2.635,1.3933333333333333,2.764,2.6815384615384614,Talent Directors
27-2012.05,3.526666666666667,3.236666666666667,3.4299999999999997,2.936666666666666,2.8579999999999997,2.917692307692308,Media Technical Directors/Managers
27-2021.00,3.243333333333333,3.4,2.9850000000000003,3.035,3.22,3.1030769230769235,Athletes and Sports Competitors
27-2022.00,3.149333333333333,3.7483333333333335,2.895,2.308333333333333,3.5379999999999994,3.5676923076923077,Coaches and Scouts
27-2023.00,2.6759999999999997,2.4416666666666664,1.6199999999999999,1.7066666666666663,2.8099999999999996,2.617692307692308,"Umpires, Referees, and Other Sports Officials"
27-2031.00,2.0313333333333334,2.1783333333333332,2.295,2.0566666666666666,2.5759999999999996,2.1953846153846155,Dancers
27-2032.00,2.429333333333333,3.625,3.12,1.985,3.874,3.6030769230769226,Choreographers
27-2041.00,2.9139999999999997,3.4249999999999994,2.995,1.7716666666666665,3.1279999999999997,2.9923076923076923,Music Directors and Composers
27-2042.00,2.554666666666667,2.585,2.61,1.985,2.724,2.393846153846154,Musicians and Singers
27-2091.00,3.386666666666667,3.2583333333333333,3.335,3.2866666666666666,3.1120000000000005,2.7361538461538464,"Disc Jockeys, Except Radio"
27-3011.00,3.2273333333333336,3.0483333333333333,3.025,1.8483333333333334,2.8440000000000003,2.6107692307692307,Broadcast Announcers and Radio Disc Jockeys
27-3023.00,3.718666666666667,3.046666666666667,3.18,2.138333333333333,2.8480000000000003,2.37,"News Analysts, Reporters, and Journalists"
27-3031.00,3.4326666666666656,3.9066666666666667,2.93,1.3716666666666668,3.564,3.5653846153846156,Public Relations Specialists
27-3041.00,3.845333333333333,3.858333333333333,3.275,1.9983333333333333,3.476,3.4346153846153844,Editors
27-3042.00,3.538,2.7983333333333333,3.165,1.695,2.302,2.4107692307692306,Technical Writers
27-3043.00,3.456666666666666,3.055,3.025,1.3,2.1900000000000004,2.3569230769230773,Writers and Authors
27-3043.05,3.0146666666666664,2.7866666666666666,2.9499999999999997,1.4183333333333332,2.338,2.2023076923076923,"Poets, Lyricists and Creative Writers"
27-3091.00,3.2466666666666675,2.8883333333333336,2.605,1.7183333333333335,3.222,2.686153846153846,Interpreters and Translators
27-3092.00,3.076,2.5083333333333333,1.7149999999999999,2.18,2.2960000000000003,1.8399999999999999,Court Reporters and Simultaneous Captioners
27-4011.00,3.6060000000000003,3.23,3.4350000000000005,3.123333333333333,2.8899999999999997,2.3738461538461535,Audio and Video Technicians
27-4012.00,3.9366666666666665,2.945,4.085,3.391666666666666,2.81,2.4053846153846155,Broadcast Technicians
27-4014.00,3.4973333333333327,3.315,3.525,2.6566666666666667,2.784,2.8246153846153845,Sound Engineering Technicians
27-4021.00,3.344,3.7083333333333335,3.1149999999999998,2.703333333333333,3.3899999999999997,3.3146153846153847,Photographers
27-4031.00,3.3633333333333337,2.9033333333333338,3.2699999999999996,3.2883333333333336,3.058,2.713076923076923,"Camera Operators, Television, Video, and Film"
27-4032.00,3.6493333333333333,3.28,3.5500000000000003,2.1533333333333333,2.87,2.9061538461538463,Film and Video Editors
29-1011.00,3.472000000000001,2.751666666666667,2.25,2.9316666666666666,4.098000000000001,2.756153846153846,Chiropractors
29-1021.00,3.4259999999999993,3.5133333333333336,2.89,2.723333333333333,3.914,3.483076923076923,"Dentists, General"
29-1022.00,3.866666666666667,3.8949999999999996,3.05,3.2016666666666667,4.2540000000000004,3.724615384615385,Oral and Maxillofacial Surgeons
29-1023.00,3.296,3.4933333333333336,2.855,2.1550000000000002,3.6340000000000003,3.605384615384615,Orthodontists
29-1024.00,3.8993333333333338,3.856666666666667,3.84,3.2900000000000005,4.226000000000001,3.8215384615384616,Prosthodontists
29-1031.00,3.45,3.1333333333333333,2.265,1.4699999999999998,3.854,2.8884615384615384,Dietitians and Nutritionists
29-1041.00,3.9966666666666675,3.515,2.525,2.3499999999999996,4.056,3.512307692307692,Optometrists
29-1051.00,3.732666666666667,3.3816666666666664,2.3499999999999996,1.8250000000000002,4.076,3.2453846153846153,Pharmacists
29-1071.00,3.7779999999999996,3.2916666666666665,2.275,2.02,4.08,3.082307692307693,Physician Assistants
29-1071.01,3.6186666666666665,2.5233333333333334,2.095,2.86,3.37,2.4176923076923074,Anesthesiologist Assistants
29-1081.00,3.445333333333333,3.1166666666666667,2.6399999999999997,2.3866666666666663,3.7020000000000004,2.952307692307692,Podiatrists
29-1122.00,3.44,3.4616666666666664,2.82,2.43,3.8899999999999997,3.1361538461538463,Occupational Therapists
29-1122.01,3.0859999999999994,3.2833333333333337,2.565,2.2183333333333333,3.836,2.856923076923077,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists"
29-1123.00,3.3573333333333326,3.393333333333333,2.645,2.5816666666666666,4.0280000000000005,3.056923076923077,Physical Therapists
29-1124.00,3.806666666666666,3.23,3.075,3.5999999999999996,3.6979999999999995,2.885384615384616,Radiation Therapists
29-1125.00,3.0933333333333337,3.778333333333333,3.07,2.461666666666667,3.812,3.346153846153846,Recreational Therapists
29-1126.00,3.9073333333333333,3.2483333333333335,2.6,3.3266666666666667,3.7339999999999995,2.883846153846154,Respiratory Therapists
29-1127.00,3.4,3.346666666666667,2.455,1.6166666666666665,3.664,2.6599999999999997,Speech-Language Pathologists
29-1128.00,3.492,2.9716666666666662,2.56,2.5733333333333333,4.0280000000000005,3.063076923076923,Exercise Physiologists
29-1129.01,3.063333333333333,3.4616666666666673,3.03,1.82,3.6580000000000004,2.775384615384615,Art Therapists
29-1129.02,3.047333333333333,3.461666666666666,3.19,2.1716666666666664,3.8280000000000003,3.046923076923077,Music Therapists
29-1131.00,3.424,2.736666666666667,2.0549999999999997,2.191666666666667,3.2840000000000003,2.893076923076923,Veterinarians
29-1141.00,3.657333333333333,3.4883333333333333,2.745,2.8783333333333334,3.9560000000000004,3.393076923076923,Registered Nurses
29-1141.01,3.645333333333333,3.5366666666666666,2.465,2.6933333333333334,3.9440000000000004,3.444615384615385,Acute Care Nurses
29-1141.02,3.6033333333333335,3.5416666666666665,2.67,1.4883333333333333,3.95,3.103846153846154,Advanced Practice Psychiatric Nurses
29-1141.03,3.7359999999999998,3.4466666666666668,2.535,2.808333333333333,4.076,3.243076923076923,Critical Care Nurses
29-1141.04,3.6519999999999997,3.536666666666667,2.785,2.0683333333333334,4.194,3.4353846153846153,Clinical Nurse Specialists
29-1151.00,4.009333333333333,3.606666666666667,2.71,3.2183333333333333,4.0440000000000005,3.5,Nurse Anesthetists
29-1161.00,3.6300000000000003,3.59,2.36,2.296666666666667,4.072,3.4253846153846155,Nurse Midwives
29-1171.00,3.65,3.2983333333333333,2.375,2.0566666666666666,4.022,3.2446153846153845,Nurse Practitioners
29-1181.00,4.0233333333333325,3.545,2.705,2.7933333333333334,4.224,3.5215384615384617,Audiologists
29-1211.00,4.050000000000001,3.991666666666667,2.66,2.5183333333333335,4.354,3.873846153846154,Anesthesiologists
29-1213.00,3.326666666666667,3.326666666666666,1.87,1.7299999999999998,3.6380000000000003,2.963846153846154,Dermatologists
29-1214.00,3.8626666666666667,3.2750000000000004,2.4749999999999996,2.225,4.148000000000001,3.2338461538461534,Emergency Medicine Physicians
29-1215.00,3.538,2.4299999999999997,1.7049999999999998,1.3549999999999998,3.2359999999999998,2.373846153846154,Family Medicine Physicians
29-1216.00,3.767333333333333,3.1483333333333334,2.31,2.146666666666667,3.588,2.8,General Internal Medicine Physicians
29-1217.00,3.9053333333333327,3.6383333333333336,2.65,1.8983333333333334,4.15,3.4076923076923076,Neurologists
29-1218.00,3.7999999999999994,3.513333333333333,2.535,2.496666666666667,4.311999999999999,3.164615384615385,Obstetricians and Gynecologists
29-1221.00,3.559333333333333,2.815,1.8399999999999999,1.8316666666666668,3.7599999999999993,3.028461538461538,"Pediatricians, General"
29-1222.00,3.8173333333333335,3.15,2.895,2.4216666666666664,3.0940000000000003,2.8292307692307688,"Physicians, Pathologists"
29-1223.00,3.7239999999999998,3.5683333333333334,2.95,1.7149999999999999,3.8579999999999997,3.5907692307692303,Psychiatrists
29-1224.00,3.901333333333333,3.185,2.83,2.6750000000000003,3.8340000000000005,2.790769230769231,Radiologists
29-1229.01,3.6880000000000006,3.1966666666666668,2.335,1.6450000000000002,3.8379999999999996,3.014615384615385,Allergists and Immunologists
29-1229.02,3.876666666666667,3.706666666666667,2.36,1.8216666666666665,3.904,3.292307692307692,Hospitalists
29-1229.03,4.002666666666666,3.7883333333333336,3.17,3.0733333333333337,4.132000000000001,3.393076923076923,Urologists
29-1229.04,3.734666666666667,3.4250000000000003,2.5949999999999998,2.14,3.8280000000000003,3.196923076923077,Physical Medicine and Rehabilitation Physicians
29-1229.05,3.8459999999999996,3.6100000000000008,2.52,1.5966666666666667,3.8840000000000003,3.6146153846153855,Preventive Medicine Physicians
29-1229.06,3.503333333333333,3.2099999999999995,2.36,1.9433333333333334,3.814,3.1792307692307693,Sports Medicine Physicians
29-1241.00,3.936666666666667,3.671666666666667,3.025,2.8666666666666667,3.8739999999999997,3.418461538461538,"Ophthalmologists, Except Pediatric"
29-1291.00,3.0986666666666673,2.973333333333334,2.45,1.9499999999999995,3.6599999999999993,2.4476923076923076,Acupuncturists
29-1292.00,3.5100000000000002,3.373333333333333,2.755,2.9233333333333333,3.6620000000000004,3.083846153846154,Dental Hygienists
29-1299.01,3.602666666666667,3.315,2.5,1.7666666666666666,3.7600000000000002,2.966153846153847,Naturopathic Physicians
29-1299.02,3.4626666666666663,2.5749999999999997,2.285,2.095,3.7640000000000002,2.6192307692307697,Orthoptists
29-2011.00,4.012666666666667,3.2533333333333334,2.65,3.3149999999999995,3.4159999999999995,2.9630769230769234,Medical and Clinical Laboratory Technologists
29-2011.01,3.3699999999999997,2.5333333333333337,1.9,2.3333333333333335,2.42,2.373076923076923,Cytogenetic Technologists
29-2011.02,3.2373333333333334,2.4683333333333333,1.705,2.158333333333333,2.4259999999999997,2.316923076923077,Cytotechnologists
29-2011.04,3.0386666666666664,2.8550000000000004,2.275,2.766666666666667,2.354,2.606923076923077,Histotechnologists
29-2012.00,3.816666666666667,2.8733333333333335,2.6799999999999997,3.078333333333333,3.0220000000000002,2.543846153846154,Medical and Clinical Laboratory Technicians
29-2012.01,2.9239999999999995,2.723333333333333,2.08,2.646666666666667,2.2640000000000002,2.383076923076923,Histology Technicians
29-2031.00,3.5200000000000005,2.735,2.4299999999999997,3.151666666666667,3.248,2.446153846153846,Cardiovascular Technologists and Technicians
29-2032.00,3.3173333333333335,2.9783333333333335,2.125,2.8433333333333333,3.31,2.37,Diagnostic Medical Sonographers
